LAUS Area Code ,State FIPS Code,County FIPS Code,Area Title,County Name,State,Period,Date,Civilian Labor Force,Employed Level,Unemployed Level,Unemployment Rate
 CN5306300000000 ,53,63," Spokane County, WA ", Spokane County,WA,12-Nov,11/1/12 0:00,232218,214664,17554,7.6
 CN5306300000000 ,53,63," Spokane County, WA ", Spokane County,WA,12-Dec,12/1/12 0:00,233657,214042,19615,8.4
 CN5306300000000 ,53,63," Spokane County, WA ", Spokane County,WA,13-Jan,1/1/13 0:00,230221,207941,22280,9.7
 CN5306300000000 ,53,63," Spokane County, WA ", Spokane County,WA,13-Feb,2/1/13 0:00,231882,209269,22613,9.8
 CN5306300000000 ,53,63," Spokane County, WA ", Spokane County,WA,13-Mar,3/1/13 0:00,232795,211950,20845,9
 CN5306300000000 ,53,63," Spokane County, WA ", Spokane County,WA,13-Apr,4/1/13 0:00,229916,212626,17290,7.5
 CN5306300000000 ,53,63," Spokane County, WA ", Spokane County,WA,13-May,5/1/13 0:00,230590,213068,17522,7.6
 CN5306300000000 ,53,63," Spokane County, WA ", Spokane County,WA,13-Jun,6/1/13 0:00,227119,209066,18053,7.9
 CN5306300000000 ,53,63," Spokane County, WA ", Spokane County,WA,13-Jul,7/1/13 0:00,222375,204849,17526,7.9
 CN5306300000000 ,53,63," Spokane County, WA ", Spokane County,WA,13-Aug,8/1/13 0:00,225232,209253,15979,7.1
 CN5306300000000 ,53,63," Spokane County, WA ", Spokane County,WA,13-Sep,9/1/13 0:00,224884,210090,14794,6.6
 CN5306300000000 ,53,63," Spokane County, WA ", Spokane County,WA,13-Oct,10/1/13 0:00,225031,209848,15183,6.7
 CN5306300000000 ,53,63," Spokane County, WA ", Spokane County,WA,13-Nov,11/1/13 0:00,226658,211298,15360,6.8
 CN5306300000000 ,53,63," Spokane County, WA ", Spokane County,WA,13-Dec,12/1/13 0:00,226034,209444,16590,7.3
 CN5306500000000 ,53,65," Stevens County, WA ", Stevens County,WA,12-Nov,11/1/12 0:00,17555,15756,1799,10.2
 CN5306500000000 ,53,65," Stevens County, WA ", Stevens County,WA,12-Dec,12/1/12 0:00,17876,15733,2143,12
 CN5306500000000 ,53,65," Stevens County, WA ", Stevens County,WA,13-Jan,1/1/13 0:00,17649,15294,2355,13.3
 CN5306500000000 ,53,65," Stevens County, WA ", Stevens County,WA,13-Feb,2/1/13 0:00,17749,15361,2388,13.5
 CN5306500000000 ,53,65," Stevens County, WA ", Stevens County,WA,13-Mar,3/1/13 0:00,17917,15620,2297,12.8
 CN5306500000000 ,53,65," Stevens County, WA ", Stevens County,WA,13-Apr,4/1/13 0:00,17510,15617,1893,10.8
 CN5306500000000 ,53,65," Stevens County, WA ", Stevens County,WA,13-May,5/1/13 0:00,17480,15692,1788,10.2
 CN5306500000000 ,53,65," Stevens County, WA ", Stevens County,WA,13-Jun,6/1/13 0:00,17429,15651,1778,10.2
 CN5306500000000 ,53,65," Stevens County, WA ", Stevens County,WA,13-Jul,7/1/13 0:00,17037,15325,1712,10
 CN5306500000000 ,53,65," Stevens County, WA ", Stevens County,WA,13-Aug,8/1/13 0:00,17223,15677,1546,9
 CN5306500000000 ,53,65," Stevens County, WA ", Stevens County,WA,13-Sep,9/1/13 0:00,17013,15573,1440,8.5
 CN5306500000000 ,53,65," Stevens County, WA ", Stevens County,WA,13-Oct,10/1/13 0:00,17064,15563,1501,8.8
 CN5306500000000 ,53,65," Stevens County, WA ", Stevens County,WA,13-Nov,11/1/13 0:00,17094,15468,1626,9.5
 CN5306500000000 ,53,65," Stevens County, WA ", Stevens County,WA,13-Dec,12/1/13 0:00,17101,15331,1770,10.4
 CN5306700000000 ,53,67," Thurston County, WA", Thurston County,WA,12-Nov,11/1/12 0:00,127210,118331,8879,7
 CN5306700000000 ,53,67," Thurston County, WA", Thurston County,WA,12-Dec,12/1/12 0:00,127683,118235,9448,7.4
 CN5306700000000 ,53,67," Thurston County, WA", Thurston County,WA,13-Jan,1/1/13 0:00,127289,116974,10315,8.1
 CN5306700000000 ,53,67," Thurston County, WA", Thurston County,WA,13-Feb,2/1/13 0:00,126623,116071,10552,8.3
 CN5306700000000 ,53,67," Thurston County, WA", Thurston County,WA,13-Mar,3/1/13 0:00,128314,118362,9952,7.8
 CN5306700000000 ,53,67," Thurston County, WA", Thurston County,WA,13-Apr,4/1/13 0:00,126239,117603,8636,6.8
 CN5306700000000 ,53,67," Thurston County, WA", Thurston County,WA,13-May,5/1/13 0:00,125860,116894,8966,7.1
 CN5306700000000 ,53,67," Thurston County, WA", Thurston County,WA,13-Jun,6/1/13 0:00,124488,115333,9155,7.4
 CN5306700000000 ,53,67," Thurston County, WA", Thurston County,WA,13-Jul,7/1/13 0:00,122042,113147,8895,7.3
 CN5306700000000 ,53,67," Thurston County, WA", Thurston County,WA,13-Aug,8/1/13 0:00,122986,114830,8156,6.6
 CN5306700000000 ,53,67," Thurston County, WA", Thurston County,WA,13-Sep,9/1/13 0:00,122391,114586,7805,6.4
 CN5306700000000 ,53,67," Thurston County, WA", Thurston County,WA,13-Oct,10/1/13 0:00,123655,115581,8074,6.5
 CN5306700000000 ,53,67," Thurston County, WA", Thurston County,WA,13-Nov,11/1/13 0:00,125391,117471,7920,6.3
 CN5306700000000 ,53,67," Thurston County, WA", Thurston County,WA,13-Dec,12/1/13 0:00,123807,115572,8235,6.7
 CN5306900000000 ,53,69," Wahkiakum County, WA ", Wahkiakum County,WA,12-Nov,11/1/12 0:00,1458,1294,164,11.2
 CN5306900000000 ,53,69," Wahkiakum County, WA ", Wahkiakum County,WA,12-Dec,12/1/12 0:00,1474,1296,178,12.1
 CN5306900000000 ,53,69," Wahkiakum County, WA ", Wahkiakum County,WA,13-Jan,1/1/13 0:00,1490,1293,197,13.2
 CN5306900000000 ,53,69," Wahkiakum County, WA ", Wahkiakum County,WA,13-Feb,2/1/13 0:00,1556,1355,201,12.9
 CN5306900000000 ,53,69," Wahkiakum County, WA ", Wahkiakum County,WA,13-Mar,3/1/13 0:00,1549,1359,190,12.3
 CN5306900000000 ,53,69," Wahkiakum County, WA ", Wahkiakum County,WA,13-Apr,4/1/13 0:00,1510,1338,172,11.4
 CN5306900000000 ,53,69," Wahkiakum County, WA ", Wahkiakum County,WA,13-May,5/1/13 0:00,1406,1244,162,11.5
 CN5306900000000 ,53,69," Wahkiakum County, WA ", Wahkiakum County,WA,13-Jun,6/1/13 0:00,1390,1222,168,12.1
 CN5306900000000 ,53,69," Wahkiakum County, WA ", Wahkiakum County,WA,13-Jul,7/1/13 0:00,1350,1204,146,10.8
 CN5306900000000 ,53,69," Wahkiakum County, WA ", Wahkiakum County,WA,13-Aug,8/1/13 0:00,1401,1282,119,8.5
 CN5306900000000 ,53,69," Wahkiakum County, WA ", Wahkiakum County,WA,13-Sep,9/1/13 0:00,1397,1283,114,8.2
 CN5306900000000 ,53,69," Wahkiakum County, WA ", Wahkiakum County,WA,13-Oct,10/1/13 0:00,1417,1301,116,8.2
 CN5306900000000 ,53,69," Wahkiakum County, WA ", Wahkiakum County,WA,13-Nov,11/1/13 0:00,1469,1330,139,9.5
 CN5306900000000 ,53,69," Wahkiakum County, WA ", Wahkiakum County,WA,13-Dec,12/1/13 0:00,1463,1311,152,10.4
 CN5307100000000 ,53,71," Walla Walla County, WA ", Walla Walla County,WA,12-Nov,11/1/12 0:00,30668,28819,1849,6
 CN5307100000000 ,53,71," Walla Walla County, WA ", Walla Walla County,WA,12-Dec,12/1/12 0:00,29484,27378,2106,7.1
 CN5307100000000 ,53,71," Walla Walla County, WA ", Walla Walla County,WA,13-Jan,1/1/13 0:00,30138,27562,2576,8.5
 CN5307100000000 ,53,71," Walla Walla County, WA ", Walla Walla County,WA,13-Feb,2/1/13 0:00,30326,27702,2624,8.7
 CN5307100000000 ,53,71," Walla Walla County, WA ", Walla Walla County,WA,13-Mar,3/1/13 0:00,30761,28320,2441,7.9
 CN5307100000000 ,53,71," Walla Walla County, WA ", Walla Walla County,WA,13-Apr,4/1/13 0:00,29911,27899,2012,6.7
 CN5307100000000 ,53,71," Walla Walla County, WA ", Walla Walla County,WA,13-May,5/1/13 0:00,28977,26899,2078,7.2
 CN5307100000000 ,53,71," Walla Walla County, WA ", Walla Walla County,WA,13-Jun,6/1/13 0:00,29788,27715,2073,7
 CN5307100000000 ,53,71," Walla Walla County, WA ", Walla Walla County,WA,13-Jul,7/1/13 0:00,29792,27779,2013,6.8
 CN5307100000000 ,53,71," Walla Walla County, WA ", Walla Walla County,WA,13-Aug,8/1/13 0:00,29683,27895,1788,6
 CN5307100000000 ,53,71," Walla Walla County, WA ", Walla Walla County,WA,13-Sep,9/1/13 0:00,29883,28200,1683,5.6
 CN5307100000000 ,53,71," Walla Walla County, WA ", Walla Walla County,WA,13-Oct,10/1/13 0:00,30816,29101,1715,5.6
 CN5307100000000 ,53,71," Walla Walla County, WA ", Walla Walla County,WA,13-Nov,11/1/13 0:00,30842,29035,1807,5.9
 CN5307100000000 ,53,71," Walla Walla County, WA ", Walla Walla County,WA,13-Dec,12/1/13 0:00,28589,26695,1894,6.6
 CN5307300000000 ,53,73," Whatcom County, WA ", Whatcom County,WA,12-Nov,11/1/12 0:00,104383,97307,7076,6.8
 CN5307300000000 ,53,73," Whatcom County, WA ", Whatcom County,WA,12-Dec,12/1/12 0:00,104505,97055,7450,7.1
 CN5307300000000 ,53,73," Whatcom County, WA ", Whatcom County,WA,13-Jan,1/1/13 0:00,102935,94319,8616,8.4
 CN5307300000000 ,53,73," Whatcom County, WA ", Whatcom County,WA,13-Feb,2/1/13 0:00,103183,94472,8711,8.4
 CN5307300000000 ,53,73," Whatcom County, WA ", Whatcom County,WA,13-Mar,3/1/13 0:00,105065,96935,8130,7.7
 CN5307300000000 ,53,73," Whatcom County, WA ", Whatcom County,WA,13-Apr,4/1/13 0:00,103425,96467,6958,6.7
 CN5307300000000 ,53,73," Whatcom County, WA ", Whatcom County,WA,13-May,5/1/13 0:00,103817,96475,7342,7.1
 CN5307300000000 ,53,73," Whatcom County, WA ", Whatcom County,WA,13-Jun,6/1/13 0:00,103531,95967,7564,7.3
 CN5307300000000 ,53,73," Whatcom County, WA ", Whatcom County,WA,13-Jul,7/1/13 0:00,102489,95118,7371,7.2
 CN5307300000000 ,53,73," Whatcom County, WA ", Whatcom County,WA,13-Aug,8/1/13 0:00,103799,97144,6655,6.4
 CN5307300000000 ,53,73," Whatcom County, WA ", Whatcom County,WA,13-Sep,9/1/13 0:00,102469,96350,6119,6
 CN5307300000000 ,53,73," Whatcom County, WA ", Whatcom County,WA,13-Oct,10/1/13 0:00,103349,97150,6199,6
 CN5307300000000 ,53,73," Whatcom County, WA ", Whatcom County,WA,13-Nov,11/1/13 0:00,104373,98160,6213,6
 CN5307300000000 ,53,73," Whatcom County, WA ", Whatcom County,WA,13-Dec,12/1/13 0:00,102579,96041,6538,6.4
 CN5307500000000 ,53,75," Whitman County, WA ", Whitman County,WA,12-Nov,11/1/12 0:00,22482,21342,1140,5.1
 CN5307500000000 ,53,75," Whitman County, WA ", Whitman County,WA,12-Dec,12/1/12 0:00,22025,20864,1161,5.3
 CN5307500000000 ,53,75," Whitman County, WA ", Whitman County,WA,13-Jan,1/1/13 0:00,21905,20657,1248,5.7
 CN5307500000000 ,53,75," Whitman County, WA ", Whitman County,WA,13-Feb,2/1/13 0:00,22583,21152,1431,6.3
 CN5307500000000 ,53,75," Whitman County, WA ", Whitman County,WA,13-Mar,3/1/13 0:00,22971,21499,1472,6.4
 CN5307500000000 ,53,75," Whitman County, WA ", Whitman County,WA,13-Apr,4/1/13 0:00,22669,21479,1190,5.2
 CN5307500000000 ,53,75," Whitman County, WA ", Whitman County,WA,13-May,5/1/13 0:00,21784,20462,1322,6.1
 CN5307500000000 ,53,75," Whitman County, WA ", Whitman County,WA,13-Jun,6/1/13 0:00,19412,17925,1487,7.7
 CN5307500000000 ,53,75," Whitman County, WA ", Whitman County,WA,13-Jul,7/1/13 0:00,18701,17204,1497,8
 CN5307500000000 ,53,75," Whitman County, WA ", Whitman County,WA,13-Aug,8/1/13 0:00,21624,20391,1233,5.7
 CN5307500000000 ,53,75," Whitman County, WA ", Whitman County,WA,13-Sep,9/1/13 0:00,21987,20858,1129,5.1
 CN5307500000000 ,53,75," Whitman County, WA ", Whitman County,WA,13-Oct,10/1/13 0:00,22081,20985,1096,5
 CN5307500000000 ,53,75," Whitman County, WA ", Whitman County,WA,13-Nov,11/1/13 0:00,21919,20925,994,4.5
 CN5307500000000 ,53,75," Whitman County, WA ", Whitman County,WA,13-Dec,12/1/13 0:00,21342,20303,1039,4.9
 CN5307700000000 ,53,77," Yakima County, WA", Yakima County,WA,12-Nov,11/1/12 0:00,121589,111062,10527,8.7
 CN5307700000000 ,53,77," Yakima County, WA", Yakima County,WA,12-Dec,12/1/12 0:00,118383,105295,13088,11.1
 CN5307700000000 ,53,77," Yakima County, WA", Yakima County,WA,13-Jan,1/1/13 0:00,118489,103765,14724,12.4
 CN5307700000000 ,53,77," Yakima County, WA", Yakima County,WA,13-Feb,2/1/13 0:00,119583,105249,14334,12
 CN5307700000000 ,53,77," Yakima County, WA", Yakima County,WA,13-Mar,3/1/13 0:00,121801,108856,12945,10.6
 CN5307700000000 ,53,77," Yakima County, WA", Yakima County,WA,13-Apr,4/1/13 0:00,119326,108065,11261,9.4
 CN5307700000000 ,53,77," Yakima County, WA", Yakima County,WA,13-May,5/1/13 0:00,122012,110480,11532,9.5
 CN5307700000000 ,53,77," Yakima County, WA", Yakima County,WA,13-Jun,6/1/13 0:00,129864,118787,11077,8.5
 CN5307700000000 ,53,77," Yakima County, WA", Yakima County,WA,13-Jul,7/1/13 0:00,135363,124686,10677,7.9
 CN5307700000000 ,53,77," Yakima County, WA", Yakima County,WA,13-Aug,8/1/13 0:00,129334,118382,10952,8.5
 CN5307700000000 ,53,77," Yakima County, WA", Yakima County,WA,13-Sep,9/1/13 0:00,134029,124909,9120,6.8
 CN5307700000000 ,53,77," Yakima County, WA", Yakima County,WA,13-Oct,10/1/13 0:00,133950,124843,9107,6.8
 CN5307700000000 ,53,77," Yakima County, WA", Yakima County,WA,13-Nov,11/1/13 0:00,120627,110003,10624,8.8
 CN5307700000000 ,53,77," Yakima County, WA", Yakima County,WA,13-Dec,12/1/13 0:00,116153,103862,12291,10.6
